NP_598866.1	XP_073790395.1	31.169	77	45	2	134	207	2339	2410	2.4	32.3
NP_598866.1	XP_009293386.1	31.169	77	45	2	134	207	2374	2445	2.4	32.3
NP_598866.1	NP_001121836.1	28.125	64	41	2	55	113	69	132	2.4	32.0
NP_598866.1	NP_001417750.1	31.169	77	45	2	134	207	2292	2363	2.4	32.3
NP_598866.1	XP_073790404.1	31.169	77	45	2	134	207	2332	2403	2.4	32.3
NP_598866.1	XP_073790402.1	31.169	77	45	2	134	207	2292	2363	2.4	32.3
NP_598866.1	XP_009293384.1	31.169	77	45	2	134	207	2414	2485	2.4	32.3
NP_598866.1	XP_009293383.1	31.169	77	45	2	134	207	2414	2485	2.4	32.3
NP_598866.1	XP_073790405.1	31.169	77	45	2	134	207	2327	2398	2.4	32.3
NP_598866.1	XP_073790391.1	31.169	77	45	2	134	207	2327	2398	2.4	32.3
NP_598866.1	XP_073790388.1	31.169	77	45	2	134	207	2374	2445	2.4	32.3
NP_598866.1	XP_073790390.1	31.169	77	45	2	134	207	2374	2445	2.4	32.0
NP_598866.1	XP_073790392.1	31.169	77	45	2	134	207	2327	2398	2.4	32.0
NP_598866.1	XP_073790400.1	31.169	77	45	2	134	207	2295	2366	2.5	32.0
NP_598866.1	XP_073790399.1	31.169	77	45	2	134	207	2295	2366	2.5	32.0
NP_598866.1	XP_073790398.1	31.169	77	45	2	134	207	2295	2366	2.5	32.0
NP_598866.1	XP_073790397.1	31.169	77	45	2	134	207	2295	2366	2.5	32.0
NP_598866.1	XP_073790389.1	31.169	77	45	2	134	207	2332	2403	2.5	32.0
NP_598866.1	XP_068071896.1	31.169	77	45	2	134	207	2332	2403	2.5	32.0
NP_598866.1	XP_021324431.1	31.169	77	45	2	134	207	2342	2413	2.5	32.0
NP_598866.1	XP_068071895.1	31.169	77	45	2	134	207	2342	2413	2.5	32.0
NP_598866.1	XP_073790394.1	31.169	77	45	2	134	207	2307	2378	2.5	32.0
NP_598866.1	XP_073777212.1	18.705	139	100	2	123	252	59	193	6.3	30.0
NP_001230020.1	NP_001013552.2	38.462	26	16	0	38	63	451	476	5.6	26.9
NP_034603.2	XP_002663941.1	44.444	90	46	1	644	733	295	380	6.63e-20	94.4
NP_034603.2	XP_021335885.1	41.667	96	46	2	644	733	295	386	4.84e-18	88.6
NP_034603.2	XP_021329952.2	43.243	74	41	1	660	733	217	289	2.41e-09	61.2
NP_036084.2	XP_073799717.1	28.230	209	140	6	17	220	1	204	7.21e-10	58.5
NP_036084.2	NP_001156326.1	25.854	205	143	3	27	224	24	226	5.46e-09	56.2
NP_036084.2	XP_073785644.1	24.265	136	97	1	87	216	18	153	2.43e-07	50.4
NP_036084.2	XP_068079900.1	26.573	143	98	3	87	224	112	252	3.36e-06	48.5
NP_036084.2	XP_073794745.1	25.532	141	99	3	87	224	26	163	4.91e-06	47.0
NP_036084.2	XP_073794740.1	25.532	141	99	3	87	224	26	163	4.91e-06	47.0
NP_036084.2	XP_073794731.1	25.532	141	99	3	87	224	26	163	4.91e-06	47.0
NP_036084.2	XP_073794725.1	25.532	141	99	3	87	224	26	163	4.91e-06	47.0
NP_036084.2	XP_073794721.1	25.532	141	99	3	87	224	26	163	4.91e-06	47.0
NP_036084.2	NP_001018328.2	25.532	141	99	3	87	224	71	208	1.25e-05	46.2
NP_036084.2	XP_073788826.1	31.915	47	28	1	134	180	868	910	6.7	30.0
NP_036084.2	XP_017207980.1	31.915	47	28	1	134	180	868	910	6.7	30.0
NP_036084.2	XP_005160560.1	31.915	47	28	1	134	180	878	920	6.9	29.6
NP_036084.2	XP_005160559.1	31.915	47	28	1	134	180	878	920	6.9	29.6
NP_036084.2	NP_001025307.1	31.915	47	28	1	134	180	878	920	6.9	29.6
NP_001186261.1	XP_001331783.2	50.000	216	105	1	11	223	44	259	6.79e-78	236
NP_001186261.1	XP_073787737.1	42.918	233	119	3	4	223	1	232	5.65e-61	192
NP_001186261.1	NP_001017864.1	41.284	218	122	4	11	225	43	257	3.61e-57	183
NP_001186261.1	XP_073778513.1	34.545	55	35	1	46	99	584	638	9.9	29.3
NP_660135.2	XP_001344010.4	25.234	107	56	5	98	196	130	220	6.2	31.2
NP_001191842.1	XP_073786691.1	42.857	35	18	1	19	51	1226	1260	0.64	31.2
NP_001191842.1	XP_073786689.1	42.857	35	18	1	19	51	1236	1270	0.64	31.2
NP_001191842.1	XP_073786687.1	42.857	35	18	1	19	51	1278	1312	0.64	31.2
NP_001191842.1	XP_073786684.1	42.857	35	18	1	19	51	1278	1312	0.64	31.2
NP_001191842.1	XP_073786678.1	42.857	35	18	1	19	51	1310	1344	0.64	31.2
NP_001191842.1	XP_073786675.1	42.857	35	18	1	19	51	1310	1344	0.64	31.2
NP_001191842.1	XP_073786671.1	42.857	35	18	1	19	51	1310	1344	0.64	31.2
NP_001191842.1	XP_073786667.1	42.857	35	18	1	19	51	1310	1344	0.64	31.2
NP_001191842.1	XP_073786664.1	42.857	35	18	1	19	51	1337	1371	0.64	31.2
NP_001191842.1	XP_073786661.1	42.857	35	18	1	19	51	1338	1372	0.64	31.2
NP_001191842.1	XP_073786660.1	42.857	35	18	1	19	51	1320	1354	0.64	31.2
NP_001191842.1	XP_073786658.1	42.857	35	18	1	19	51	1333	1367	0.64	31.2
NP_001191842.1	XP_073786655.1	42.857	35	18	1	19	51	1333	1367	0.64	31.2
NP_001191842.1	XP_073786647.1	42.857	35	18	1	19	51	1337	1371	0.64	31.2
NP_001191842.1	XP_073786636.1	42.857	35	18	1	19	51	1348	1382	0.64	31.2
NP_001191842.1	XP_073786627.1	42.857	35	18	1	19	51	1352	1386	0.64	31.2
NP_001191842.1	XP_073786618.1	42.857	35	18	1	19	51	1380	1414	0.65	31.2
NP_001191842.1	XP_073786616.1	42.857	35	18	1	19	51	1380	1414	0.65	31.2
NP_001191842.1	XP_073786611.1	42.857	35	18	1	19	51	1408	1442	0.65	31.2
NP_001191842.1	XP_073786608.1	42.857	35	18	1	19	51	1991	2025	0.65	31.2
NP_001191842.1	XP_073786603.1	42.857	35	18	1	19	51	1991	2025	0.65	31.2
NP_001191842.1	XP_073786599.1	42.857	35	18	1	19	51	2029	2063	0.65	31.2
NP_001191842.1	XP_073786595.1	42.857	35	18	1	19	51	2019	2053	0.65	31.2
NP_001191842.1	XP_073786593.1	42.857	35	18	1	19	51	2019	2053	0.65	31.2
NP_001191842.1	XP_073786592.1	42.857	35	18	1	19	51	2019	2053	0.65	31.2
NP_001191842.1	XP_073786588.1	42.857	35	18	1	19	51	2061	2095	0.65	31.2
NP_001191842.1	XP_073786584.1	42.857	35	18	1	19	51	2061	2095	0.65	31.2
NP_001191842.1	XP_073786583.1	42.857	35	18	1	19	51	2047	2081	0.65	31.2
NP_001191842.1	XP_073786577.1	42.857	35	18	1	19	51	2056	2090	0.65	31.2
NP_001191842.1	XP_073786574.1	42.857	35	18	1	19	51	2056	2090	0.65	31.2
NP_001191842.1	XP_073786573.1	42.857	35	18	1	19	51	2061	2095	0.65	31.2
NP_001191842.1	XP_073786571.1	42.857	35	18	1	19	51	2088	2122	0.65	31.2
NP_001191842.1	XP_073786564.1	42.857	35	18	1	19	51	2089	2123	0.65	31.2
NP_001191842.1	XP_073786558.1	42.857	35	18	1	19	51	2071	2105	0.65	31.2
NP_001191842.1	XP_073786552.1	42.857	35	18	1	19	51	2075	2109	0.65	31.2
NP_001191842.1	XP_073786547.1	42.857	35	18	1	19	51	2075	2109	0.65	31.2
NP_001191842.1	XP_073786546.1	42.857	35	18	1	19	51	2088	2122	0.65	31.2
NP_001191842.1	XP_073786540.1	42.857	35	18	1	19	51	2116	2150	0.65	31.2
NP_001191842.1	XP_073786536.1	42.857	35	18	1	19	51	2099	2133	0.65	31.2
NP_001191842.1	XP_073786531.1	42.857	35	18	1	19	51	2103	2137	0.65	31.2
NP_001191842.1	XP_073786529.1	42.857	35	18	1	19	51	2103	2137	0.65	31.2
NP_001191842.1	XP_073786528.1	42.857	35	18	1	19	51	2103	2137	0.65	31.2
NP_001191842.1	XP_073786523.1	42.857	35	18	1	19	51	2103	2137	0.65	31.2
NP_001191842.1	XP_073786517.1	42.857	35	18	1	19	51	2131	2165	0.65	31.2
NP_001191842.1	XP_073786514.1	42.857	35	18	1	19	51	2131	2165	0.65	31.2
NP_001191842.1	XP_073786512.1	42.857	35	18	1	19	51	2116	2150	0.65	31.2
NP_001191842.1	XP_073786506.1	42.857	35	18	1	19	51	2116	2150	0.65	31.2
NP_001191842.1	XP_073786502.1	42.857	35	18	1	19	51	2131	2165	0.65	31.2
NP_001191842.1	XP_073786499.1	42.857	35	18	1	19	51	2131	2165	0.65	31.2
NP_001191842.1	XP_073786498.1	42.857	35	18	1	19	51	2131	2165	0.65	31.2
NP_001191842.1	XP_073773450.1	42.857	35	18	1	19	51	1061	1095	1.2	30.4
NP_001191842.1	XP_073773449.1	42.857	35	18	1	19	51	1060	1094	1.2	30.4
NP_001191842.1	XP_073773448.1	42.857	35	18	1	19	51	1061	1095	1.2	30.4
NP_001191842.1	XP_073773447.1	42.857	35	18	1	19	51	1076	1110	1.2	30.4
NP_001191842.1	XP_068080588.2	42.857	35	18	1	19	51	1077	1111	1.2	30.4
NP_001191842.1	XP_073773446.1	42.857	35	18	1	19	51	1076	1110	1.2	30.4
NP_001191842.1	XP_073773444.1	42.857	35	18	1	19	51	1077	1111	1.2	30.4
NP_001191842.1	XP_021335691.2	42.857	35	18	1	19	51	1077	1111	1.2	30.4
NP_001191842.1	XP_073773443.1	42.857	35	18	1	19	51	1078	1112	1.2	30.4
NP_001191842.1	XP_073773442.1	42.857	35	18	1	19	51	1093	1127	1.2	30.4
NP_001191842.1	XP_073773441.1	42.857	35	18	1	19	51	1092	1126	1.2	30.4
NP_001191842.1	XP_073773440.1	42.857	35	18	1	19	51	1093	1127	1.2	30.4
NP_001191842.1	XP_073773439.1	42.857	35	18	1	19	51	1094	1128	1.2	30.4
NP_001191842.1	XP_073773438.1	42.857	35	18	1	19	51	1110	1144	1.2	30.4
NP_001191842.1	XP_073773437.1	42.857	35	18	1	19	51	1108	1142	1.2	30.4
NP_001191842.1	XP_073773436.1	42.857	35	18	1	19	51	1109	1143	1.2	30.4
NP_001191842.1	XP_073773435.1	42.857	35	18	1	19	51	1110	1144	1.2	30.4
NP_001191842.1	XP_073773434.1	42.857	35	18	1	19	51	1126	1160	1.2	30.4
NP_001191842.1	XP_073773433.1	42.857	35	18	1	19	51	1273	1307	1.2	30.4
NP_001191842.1	XP_073773432.1	42.857	35	18	1	19	51	1274	1308	1.2	30.4
NP_001191842.1	XP_073773431.1	42.857	35	18	1	19	51	1305	1339	1.2	30.4
NP_001191842.1	XP_073773430.1	42.857	35	18	1	19	51	1306	1340	1.2	30.4
NP_001191842.1	XP_073773429.1	42.857	35	18	1	19	51	1313	1347	1.2	30.4
NP_001191842.1	XP_073773428.1	42.857	35	18	1	19	51	1324	1358	1.2	30.4
NP_001191842.1	XP_073773427.1	42.857	35	18	1	19	51	1325	1359	1.2	30.4
NP_001191842.1	XP_073773426.1	42.857	35	18	1	19	51	1324	1358	1.2	30.4
NP_001191842.1	XP_073773425.1	42.857	35	18	1	19	51	1325	1359	1.2	30.4
NP_001191842.1	XP_073773424.1	42.857	35	18	1	19	51	1330	1364	1.2	30.4
NP_001191842.1	XP_073773423.1	42.857	35	18	1	19	51	1341	1375	1.2	30.4
NP_001191842.1	XP_073773422.1	42.857	35	18	1	19	51	1340	1374	1.2	30.4
NP_001191842.1	XP_073773421.1	42.857	35	18	1	19	51	1341	1375	1.2	30.4
NP_001191842.1	XP_073773420.1	42.857	35	18	1	19	51	1345	1379	1.2	30.4
NP_001191842.1	XP_073773419.1	42.857	35	18	1	19	51	1357	1391	1.2	30.4
NP_001191842.1	XP_073773417.1	42.857	35	18	1	19	51	1357	1391	1.2	30.4
NP_001191842.1	XP_073773416.1	42.857	35	18	1	19	51	1358	1392	1.2	30.4
NP_001191842.1	XP_073773415.1	42.857	35	18	1	19	51	1361	1395	1.2	30.4
NP_001191842.1	XP_073773414.1	42.857	35	18	1	19	51	1362	1396	1.2	30.4
NP_001191842.1	XP_073773413.1	42.857	35	18	1	19	51	1390	1424	1.2	30.4
NP_001191842.1	XP_073773412.1	42.857	35	18	1	19	51	1446	1480	1.2	30.4
NP_001191842.1	NP_001417872.1	42.857	35	18	1	19	51	1494	1528	1.2	30.4
NP_001257418.1	NP_001017852.1	29.787	47	32	1	41	86	62	108	1.2	30.4
NP_001257418.1	NP_997930.2	53.125	32	13	1	67	96	1069	1100	2.1	29.6
NP_001243238.1	NP_001038442.2	41.667	60	24	3	21	75	43	96	9.80e-05	42.7
NP_001243238.1	XP_073788577.1	41.667	48	26	2	22	67	15	62	0.069	34.3
NP_001243238.1	XP_073788577.1	38.000	50	20	3	23	63	51	98	0.069	34.3
NP_001243238.1	NP_001315259.1	38.000	50	20	3	23	63	51	98	0.079	34.3
NP_001243238.1	NP_001315259.1	41.667	48	26	2	22	67	15	62	0.081	34.3
NP_001243238.1	XP_073788578.1	38.000	50	20	3	23	63	51	98	0.079	34.3
NP_001243238.1	XP_073788578.1	41.667	48	26	2	22	67	15	62	0.082	34.3
NP_001243238.1	NP_001018508.1	45.455	22	12	0	42	63	34	55	0.18	33.1
NP_001243238.1	NP_001132933.1	33.333	33	17	1	38	65	25	57	0.41	32.0
NP_001243238.1	XP_021323075.2	42.857	28	16	0	37	64	234	261	0.43	32.0
NP_001243238.1	XP_021323075.2	42.857	28	16	0	37	64	184	211	1.4	30.4
NP_001243238.1	XP_021323075.2	34.091	44	24	1	63	101	382	425	6.3	28.5
NP_001243238.1	XP_017207295.3	45.833	24	13	0	43	66	102	125	0.82	31.2
NP_001243238.1	XP_017207295.3	40.741	27	16	0	37	63	49	75	6.7	28.5
NP_001243238.1	XP_021330223.1	37.209	43	18	1	30	63	32	74	0.90	30.8
NP_001243238.1	XP_073768945.1	39.683	63	29	5	7	67	10	65	3.8	29.3
NP_001243238.1	XP_073768945.1	41.176	34	17	2	33	65	72	103	4.5	28.9
NP_001243238.1	XP_073768937.1	39.683	63	29	5	7	67	10	65	3.8	29.3
NP_001243238.1	XP_073768937.1	41.176	34	17	2	33	65	72	103	4.5	28.9
NP_001243238.1	XP_073768926.1	39.683	63	29	5	7	67	10	65	3.8	29.3
NP_001243238.1	XP_073768926.1	41.176	34	17	2	33	65	72	103	4.5	28.9
NP_001243238.1	XP_073768919.1	39.683	63	29	5	7	67	10	65	3.8	29.3
NP_001243238.1	XP_073768919.1	41.176	34	17	2	33	65	72	103	4.5	28.9
NP_001243238.1	XP_073768916.1	39.683	63	29	5	7	67	10	65	3.8	29.3
NP_001243238.1	XP_073768916.1	41.176	34	17	2	33	65	72	103	4.5	28.9
NP_001243238.1	XP_073768912.1	39.683	63	29	5	7	67	10	65	3.8	29.3
NP_001243238.1	XP_073768912.1	41.176	34	17	2	33	65	72	103	4.5	28.9
NP_001243238.1	XP_073784576.1	40.741	27	16	0	37	63	49	75	5.0	28.9
NP_001243238.1	NP_001116701.1	31.111	45	31	0	31	75	260	304	5.2	28.9
NP_001243238.1	XP_073780592.1	33.333	36	21	1	31	63	19	54	7.8	28.5
NP_001243238.1	XP_073780591.1	33.333	36	21	1	31	63	19	54	7.9	28.5
NP_032246.2	NP_571095.1	51.351	148	71	1	1	147	1	148	4.03e-53	166
NP_032246.2	NP_001013045.1	51.351	148	71	1	1	147	1	148	4.03e-53	166
NP_032246.2	NP_001352192.1	49.660	147	74	0	1	147	1	147	3.79e-50	158
NP_032246.2	NP_001096600.1	49.660	147	74	0	1	147	1	147	3.79e-50	158
NP_032246.2	NP_932339.1	49.660	147	74	0	1	147	1	147	3.79e-50	158
NP_032246.2	NP_998011.1	48.299	147	76	0	1	147	1	147	1.32e-46	149
NP_032246.2	NP_571332.3	41.096	146	79	2	4	147	3	143	6.72e-35	119
NP_032246.2	NP_001352279.1	40.411	146	80	2	4	147	3	143	3.08e-32	113
NP_032246.2	NP_001352280.1	40.411	146	80	2	4	147	3	143	3.08e-32	113
NP_032246.2	NP_891985.1	40.411	146	80	2	4	147	3	143	3.08e-32	113
NP_032246.2	XP_073796396.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796385.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796377.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796374.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796370.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796368.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796363.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796356.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796352.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796350.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796346.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796340.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796332.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796326.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796320.1	44.828	145	73	2	4	146	3	142	2.95e-31	110
NP_032246.2	XP_073796316.1	44.828	145	73	2	4	146	35	174	7.38e-31	110
NP_032246.2	NP_001313630.1	37.838	148	85	2	2	147	1	143	3.71e-28	102
NP_032246.2	NP_898889.2	38.356	146	83	2	4	147	3	143	1.69e-26	98.6
NP_032246.2	NP_001019395.2	26.429	140	98	2	4	138	19	158	1.87e-17	76.3
NP_032246.2	NP_694484.1	28.986	138	92	3	4	135	16	153	1.44e-14	68.6
NP_032246.2	NP_001349319.1	32.000	125	80	3	16	138	11	132	5.15e-09	53.1
NP_032246.2	NP_956880.1	32.000	125	80	3	16	138	11	132	5.15e-09	53.1
NP_032246.2	NP_001349318.1	32.000	125	80	3	16	138	11	132	5.15e-09	53.1
NP_032246.2	NP_998157.2	36.000	50	31	1	97	145	78	127	1.1	30.8
NP_032246.2	NP_001123871.1	22.727	66	41	1	57	122	1031	1086	8.7	28.5
NP_032246.2	NP_001159795.1	22.727	66	41	1	57	122	1196	1251	8.8	28.5
NP_032246.2	XP_073787104.1	22.727	66	41	1	57	122	1192	1247	8.8	28.5
NP_001153608.1	XP_001331783.2	52.778	216	99	1	11	223	44	259	2.73e-82	247
NP_001153608.1	XP_073787737.1	45.494	233	113	3	4	223	1	232	9.98e-66	204
NP_001153608.1	NP_001017864.1	41.880	234	126	4	2	225	24	257	1.59e-62	197
NP_001153608.1	XP_073786083.1	32.530	83	48	3	85	159	1202	1284	0.60	33.1
NP_001153608.1	XP_073778513.1	30.909	55	37	1	46	99	584	638	8.6	29.6
NP_001153609.1	XP_001331783.2	52.315	216	100	1	11	223	44	259	1.03e-81	246
NP_001153609.1	XP_073787737.1	45.064	233	114	3	4	223	1	232	7.32e-65	202
NP_001153609.1	NP_001017864.1	41.453	234	127	4	2	225	24	257	4.47e-62	196
NP_001153609.1	XP_073786083.1	31.325	83	49	3	85	159	1202	1284	8.7	29.6
NP_001013390.1	NP_001233213.1	28.000	100	57	3	1	93	100	191	0.11	33.9
NP_001013390.1	XP_009299463.2	28.000	100	57	3	1	93	100	191	0.11	33.9
NP_001013390.1	XP_068077313.2	36.364	55	23	1	60	102	2145	2199	1.4	30.4
NP_001013390.1	XP_068077312.2	36.364	55	23	1	60	102	2162	2216	1.4	30.4
NP_001032835.2	NP_998698.1	96.541	318	11	0	1	318	1	318	0.0	634
NP_001032835.2	NP_001346823.1	95.938	320	11	1	1	318	1	320	0.0	629
NP_001032835.2	NP_998492.1	96.181	288	11	0	1	288	1	288	0.0	574
NP_001032835.2	XP_005164176.1	44.118	340	158	2	8	316	15	353	2.35e-87	267
NP_001032835.2	NP_998661.1	44.118	340	158	2	8	316	15	353	2.35e-87	267
NP_001032835.2	XP_073794926.1	42.458	358	162	3	2	316	6	362	1.73e-82	255
NP_001032835.2	XP_021325718.1	43.571	280	126	2	68	316	1	279	6.51e-66	210
NP_001032835.2	XP_073794354.1	43.571	280	126	2	68	316	1	279	6.51e-66	210
NP_001032835.2	XP_073794350.1	43.571	280	126	2	68	316	1	279	6.51e-66	210
NP_001291196.1	NP_001103757.1	32.353	102	59	3	2	103	13	104	7.71e-05	40.4
NP_001291196.1	XP_001922296.1	33.929	56	35	1	38	93	78	131	0.058	33.1
NP_001291196.1	NP_001373338.1	32.143	56	38	0	38	93	81	136	0.29	31.2
NP_001291196.1	NP_001373279.1	27.778	54	39	0	38	91	89	142	0.46	30.8
NP_001291196.1	XP_068070984.2	29.787	47	31	1	24	70	416	460	1.7	29.6
NP_001291196.1	XP_021323440.2	29.787	47	31	1	24	70	440	484	1.7	29.6
NP_001291196.1	XP_073790618.1	33.333	66	42	2	5	69	2	66	6.8	27.7
NP_001291196.1	XP_005161468.1	33.333	66	42	2	5	69	2	66	6.9	27.7
NP_001291196.1	XP_073790622.1	33.333	66	42	2	5	69	2	66	6.9	27.7
NP_001291196.1	XP_073790621.1	33.333	66	42	2	5	69	2	66	7.1	27.7
NP_001291196.1	XP_009290906.1	35.714	42	27	0	38	79	78	119	7.5	27.3
NP_536684.2	XP_005174018.1	55.987	309	133	2	11	317	19	326	8.62e-124	359
NP_536684.2	XP_009294380.1	55.987	309	133	2	11	317	21	328	8.64e-124	359
NP_536684.2	NP_001025272.1	55.663	309	134	2	11	317	21	328	2.14e-123	358
